"Pond","Taxa","Species","Group","Sample_ID","Weight","D15N","D13C","C.N"
"P04","Corbiculidae","C1","C1","56BIV1",0.986,5.96,-31.38,4.12
"P04","Corbiculidae","C1","C1","56BIV2",0.904,6.06,-31.76,4.1
"P04","Corbiculidae","C1","C1","56BIV3",0.959,6.09,-32.83,4.08
"P06","Corbiculidae","C1","C1","70BIV1",0.084,5.67,-33.46,4.55
"P12","Corbiculidae","C1","C1","87BIV1",0.984,7.17,-32.16,4.05
"P12","Corbiculidae","C1","C1","87BIV2",0.277,6.73,-33.06,4.37
"P12","Corbiculidae","C1","C1","87BIV3",0.182,6.56,-32.17,4.26
"P15","Corbiculidae","C1","C1","91BIV1",0.135,5.07,-32.96,4.52
"P15","Corbiculidae","C1","C1","91BIV2",0.29,5.4,-33.14,6.29
"P10","Corbiculidae","C1","C1","112BIV1",0.152,6.18,-29.21,6.92
"P01","Corbiculidae","C1","C1","17BIV1",0.04,4.23,-31.33,4.03
"P02","Physa","C1","C1","22PHY1",1.115,3.74,-28.84,4.23
"P02","Physa","C1","C1","22PHY2",0.976,3.86,-30.53,4.14
"P02","Physa","C1","C1","22PHY3",0.999,4.54,-31.63,4.14
"P03","Physa","C1","C1","48PHY1",0.975,3.82,-22.61,4.51
"P03","Physa","C1","C1","48PHY2",0.997,3.57,-22.72,4.04
"P03","Physa","C1","C1","48PHY3",0.998,3.63,-23.45,4.28
"P04","Physa","C1","C1","56PHY1",1.024,7.82,-27,4
"P04","Physa","C1","C1","56PHY2",1.099,7.85,-25.66,4.03
"P04","Physa","C1","C1","56PHY3",0.901,7.49,-27.37,3.93
"P09","Physa","C1","C1","66PHY1",1.01,4.08,-29.66,4
"P09","Physa","C1","C1","66PHY2",0.94,4.4,-26.55,4.21
"P09","Physa","C1","C1","66PHY3",0.906,4.07,-26.88,4.23
"P06","Physa","C1","C1","70PHY1",0.902,6.22,-34.15,3.9
"P06","Physa","C1","C1","70PHY2",1.087,6.46,-33.81,3.97
"P06","Physa","C1","C1","70PHY3",0.909,6.01,-33.57,3.89
"P07","Physa","C1","C1","72PHY1",0.975,3.19,-31.35,4.52
"P07","Physa","C1","C1","72PHY2",0.911,3.29,-30.63,4.34
"P07","Physa","C1","C1","72PHY3",0.987,1.95,-32.07,4.3
"P13","Physa","C1","C1","88PHY1",1.01,9.88,-31.49,3.99
"P13","Physa","C1","C1","88PHY2",0.912,9.9,-31.34,3.97
"P13","Physa","C1","C1","88PHY3",1.001,10.07,-31.53,4.08
"P14","Physa","C1","C1","89PHY1",0.953,7.57,-31.41,4.01
"P14","Physa","C1","C1","89PHY2",0.952,7.47,-32.03,3.93
"P14","Physa","C1","C1","89PHY3",0.955,7.34,-31.71,3.87
"P15","Physa","C1","C1","91PHY1",0.954,4.95,-34.53,3.99
"P15","Physa","C1","C1","91PHY2",0.988,4.85,-33.97,4.23
"P15","Physa","C1","C1","91PHY3",1.018,4.86,-34.16,3.97
"P11","Physa","C1","C1","94PHY1",0.428,4.46,-26.89,3.96
"P11","Physa","C1","C1","94PHY2",0.962,4.79,-28.91,3.99
"P11","Physa","C1","C1","94PHY3",0.954,5.34,-27.7,3.85
"P08","Physa","C1","C1","111PHY1",1.011,2.04,-34.77,4.1
"P08","Physa","C1","C1","111PHY2",1.014,3.41,-33.94,4.09
"P08","Physa","C1","C1","111PHY3",1.047,2.89,-33.42,4.1
"P10","Physa","C1","C1","112PHY1",0.958,6.97,-31.65,3.77
"P10","Physa","C1","C1","112PHY2",0.935,6.09,-27.58,3.95
"P10","Physa","C1","C1","112PHY3",0.945,6.41,-29.07,3.97
"P16","Physa","C1","C1","888PHY1",1.018,1.16,-25.35,4.1
"P16","Physa","C1","C1","888PHY2",0.957,1.39,-26.02,4.06
"P16","Physa","C1","C1","888PHY3",0.979,1.34,-25.12,4.26
"P05","Physa","C1","C1","1016PHY1",0.951,2.69,-31.08,4.11
"P05","Physa","C1","C1","1016PHY2",0.971,2.69,-30.92,4.15
"P05","Physa","C1","C1","1016PHY3",1.051,2.68,-30.41,4.34
"P01","Physa","C1","C1","17PHY1",0.954,5.63,-30.46,3.88
"P17","Physa","C1","C1","82PHY1",0.925,5.35,-34.27,4.05
"P17","Physa","C1","C1","82PHY2",1.006,5.74,-33.44,3.96
"P17","Physa","C1","C1","82PHY3",0.974,5.1,-34.23,4.04
"P18","Physa","C1","C1","JPHY1",1.049,5.3,-32.71,4.2
"P18","Physa","C1","C1","JPHY2",1.05,4.86,-33.77,4.27
"P18","Physa","C1","C1","JPHY3",1.02,5.28,-32.93,4.1
"P02","Corixidae","C1","C1","22COR1",1,2.98,-25.54,3.99
"P02","Corixidae","C1","C1","22COR2",0.963,3.01,-26.22,3.88
"P02","Corixidae","C1","C1","22COR3",1.041,3.65,-29.24,4.04
"P03","Corixidae","C1","C1","48COR1",0.304,5.4,-24.02,4.16
"P03","Corixidae","C1","C1","48COR2",1.06,6.93,-25.02,4.2
"P04","Corixidae","C1","C1","56COR1",0.996,7.43,-33.65,4.13
"P04","Corixidae","C1","C1","56COR2",0.941,7.1,-33.62,4.17
"P04","Corixidae","C1","C1","56COR3",1.009,7.01,-33.42,3.92
"P09","Corixidae","C1","C1","66COR1",0.967,5.01,-36.72,3.94
"P09","Corixidae","C1","C1","66COR2",1.008,5.1,-36.98,3.95
"P09","Corixidae","C1","C1","66COR3",1.119,4.98,-37.07,3.94
"P06","Corixidae","C1","C1","70COR1",1.058,5.81,-34.65,4.22
"P06","Corixidae","C1","C1","70COR2",1.011,5.52,-34.4,4.27
"P06","Corixidae","C1","C1","70COR3",1.006,5.38,-34.78,4.16
"P07","Corixidae","C1","C1","72COR1",0.992,3.77,-33.8,4.29
"P07","Corixidae","C1","C1","72COR2",0.948,3.75,-35.33,4.23
"P07","Corixidae","C1","C1","72COR3",1.06,3.74,-33.82,4.09
"P12","Corixidae","C1","C1","87COR1",1.09,7.04,-33.78,4.21
"P12","Corixidae","C1","C1","87COR2",1.166,6.48,-33.49,4.22
"P12","Corixidae","C1","C1","87COR3",1.127,6.18,-34.01,4.15
"P13","Corixidae","C1","C1","88COR1",1.02,9.34,-33.05,4.18
"P14","Corixidae","C1","C1","89COR1",1.115,8.22,-34.42,4.11
"P14","Corixidae","C1","C1","89COR2",1.058,8.08,-34.73,4.09
"P14","Corixidae","C1","C1","89COR3",1.138,8.1,-34.62,4.08
"P15","Corixidae","C1","C1","91COR1",1.069,4.71,-35.26,3.99
"P15","Corixidae","C1","C1","91COR2",1.001,4.66,-34.53,3.94
"P15","Corixidae","C1","C1","91COR3",0.931,4.6,-35.45,3.92
"P11","Corixidae","C1","C1","94COR1",1.028,4.84,-31.08,4.32
"P11","Corixidae","C1","C1","94COR2",1.074,5.38,-29.16,3.97
"P11","Corixidae","C1","C1","94COR3",1.058,5.1,-30.59,4.06
"P08","Corixidae","C1","C1","111COR1",1.145,4.66,-34.84,4.26
"P08","Corixidae","C1","C1","111COR2",0.967,4.93,-33.2,4.29
"P08","Corixidae","C1","C1","111COR3",0.901,2.51,-36.1,4.29
"P10","Corixidae","C1","C1","112COR1",0.945,8.22,-29.63,4.08
"P10","Corixidae","C1","C1","112COR2",0.981,8.17,-30.73,4.13
"P10","Corixidae","C1","C1","112COR3",0.993,8.08,-30.59,4.11
"P16","Corixidae","C1","C1","888COR1",1.021,3.68,-26.62,4.08
"P16","Corixidae","C1","C1","888COR2",0.417,3.7,-29.47,4.6
"P16","Corixidae","C1","C1","888COR3",0.423,2.07,-27.99,4.1
"P01","Corixidae","C1","C1","17COR1",0.92,7.32,-32.59,4.17
"P01","Corixidae","C1","C1","17COR2",1.017,7.43,-32.55,4.25
"P01","Corixidae","C1","C1","17COR3",1.052,6.93,-31.88,4.07
"P18","Corixidae","C1","C1","JCOR1",1.119,7.2,-33.85,4.22
"P15","Tree frog","Tree frog","Amphibians","RV1_2016_Na",0.4161,4.82,-35.66,3.86
"P15","Tree frog","Tree frog","Amphibians","RV3_2016_Na",0.4419,4.2,-36.49,3.91
"P15","Tree frog","Tree frog","Amphibians","RV4_2016_Na",0.4543,4.51,-35.31,3.8
"P15","Tree frog","Tree frog","Amphibians","RV5_2016_Na",0.4383,4.24,-36.27,3.93
"P15","Tree frog","Tree frog","Amphibians","RV6_2016_Na",0.4363,3.44,-35.65,3.87
"P15","Tree frog","Tree frog","Amphibians","RV7_2016_Na",0.4348,4.35,-36.5,3.91
"P15","Tree frog","Tree frog","Amphibians","RV8_2016_Na",0.4152,3.76,-36.19,4.08
"P15","Tree frog","Tree frog","Amphibians","RV9_2016_Na",0.4415,4.5,-34.28,4.01
"P15","Tree frog","Tree frog","Amphibians","RV10_2016_Na",0.4451,4.21,-35.83,3.89
"P15","Tree frog","Tree frog","Amphibians","RV11_2016_Na",0.4046,4.15,-36,3.79
"P15","Tree frog","Tree frog","Amphibians","RV12_2016_Na",0.4304,3.47,-36.11,3.86
"P15","Tree frog","Tree frog","Amphibians","RV13_2016_Na",0.3766,3.88,-35.59,3.77
"P15","Tree frog","Tree frog","Amphibians","RV14_2016_Na",0.4054,3.32,-35.6,3.72
"P15","Tree frog","Tree frog","Amphibians","RV2_2016_Na",0.3428,4.02,-34.99,3.89
